YEAR,RATE_2Seam,RATE_4Seam,RATE_Cutt,RATE_Curv,RATE_Slid,RATE_Chan,RATE_Sink,RATE_Fork,RATE_Knuc,RATE_Other,SPEED_2Seam,SPEED_4Seam,SPEED_Cutt,SPEED_Curv,SPEED_Slid,SPEED_Chan,SPEED_Sink,SPEED_Fork,SPEED_Knuc,SPEED_Other,WAR
2017,0,69.9,0.2,6.5,19.6,0,0,3.9,0,0,0,145.2,137,121,127,0,0,128.8,0,0,0.2
2018,0.4,54.1,0,1.9,26.1,0,0,17.4,0,0.1,144,144.6,0,121.6,128.8,0,0,130.4,0,0,0.94
2019,3.2,49,0,1.8,33.2,0,0,12.8,0,0,143.1,144.5,0,118,134.7,0,0,129.8,0,0,3.57
2020,0,55.3,0.8,3.4,33.8,0,0,6.6,0,0,0,145.9,137.8,116.3,136.1,0,0,130.6,0,0,2.39
2021,0,61.6,0,0.9,30.5,0.5,0,6.5,0,0,0,146,0,119.1,134,130.1,0,131.3,0,0,-0.04
2022,0,45.4,0,2.6,39,0,0,13,0,0,0,146.6,0,117.8,134.5,0,0,131.9,0,0,0.51
2023,0,49.3,0,2.8,37.6,0,0,10.2,0,0.1,0,148.2,0,123.8,136.2,0,0,131.8,0,0,-0.31
2013,0,48.7,0,16.9,7.9,12.8,13.3,0,0,0.5,0,136.2,0,117.1,121.8,123.6,134.3,0,0,131.2,3.23
2014,0,32.1,0.1,13.6,11.4,31.9,10.7,0,0,0.1,0,137.8,133,115.8,123.7,123.6,135.3,136,0,109,4.32
2015,1.6,41,0,15.6,14,21.7,4.9,0,0,1.3,131.5,137.2,0,116.6,123.5,123,127.2,0,0,133,5.93
2016,3.5,36,0,17.9,10.3,22.7,9.4,0,0,0.2,133,136,134,116.6,121.8,122.8,133.4,119,0,130,1.2
2017,0.5,45.9,0,14.9,13,20.2,5.4,0,0,0,133.1,137.4,0,115.1,125.4,122.4,130.3,0,0,114,1.63
2018,0.1,44.2,0,17.7,22.3,9.8,5.9,0,0,0,135,138.6,0,117.2,127.6,124.5,133.3,0,0,0,1.7
2019,0,44.2,0,18.6,24.7,5.4,7.1,0,0,0,0,138.2,0,118.6,127.6,125.3,131.8,0,0,0,1.73
2020,0.3,41.5,0,28.2,17.1,6.4,6.5,0,0,0,131,138.8,0,119.1,127.5,124.3,131.9,0,0,0,0.17
2021,0,43.8,0,30.1,19.5,5.4,1.3,0,0,0,0,137.8,0,119.4,126.9,124.9,131.8,0,0,0,0.77
2022,0,42.2,0,29.8,18,8.2,1.8,0,0,0,0,136.9,0,117.1,127.7,123.3,135.9,0,0,0,0.54
2023,0.5,34.1,0,39.8,21.7,3.4,0.3,0,0,0.1,133,136,0,117,128.5,123.2,137.5,0,0,0,0.15
2015,11.3,29.6,20.1,6.6,11.8,11.3,4.3,0.2,0,4.7,143.6,145.8,141.7,126.1,134.3,133.7,141.5,132.5,0,127.2,4.6
2016,18,29.7,13.5,5,10.7,22.7,0,0,0,0.4,142.6,144.7,139.4,126.3,132.6,133.7,0,0,0,126.7,3.61
2019,31.4,24.6,15,13.7,7.6,0.1,0,7.5,0,0,146.1,147.3,141.6,131.8,136.7,135.8,0,138.1,0,0,5.55
2020,28.7,23.8,24.6,12.4,4.3,0.1,0,6.1,0,0,145.8,146.6,138,128.4,137.8,133,0,135.2,0,0,6.87
2021,23.6,26.7,0,13.3,27.9,0,0,8.5,0,0,147.5,148.1,0,130.8,139.3,0,0,136.1,0,0,5.79
2022,20.7,32.4,0.9,15.1,25.8,0,0,5,0,0,148.3,149.1,140.7,130.5,140.9,141,0,137.3,0,0,5.68
2013,37.8,22.3,0.2,11.3,21.8,5.7,0.1,0.3,0,0.5,139.8,143.6,138.8,120.3,129.5,127.8,138.5,128.4,0,105.5,3.17
2014,26.2,23.1,0.5,10.3,23.5,9.4,6.8,0,0,0.2,139,143.1,137,118.3,130.2,126.6,138.6,0,0,130,0.3
2022,45,8.5,0,0.1,18.3,27.9,0,0,0,0.2,146.5,148.3,0,125,133,134.9,0,0,0,0,1.33
2023,14,34.1,0,18.8,1.6,31.4,0,0,0,0.2,145,146,0,129.5,132.2,133.6,0,0,0,133,4.2
2019,38.2,15.1,2.2,26,7.4,11.1,0,0,0,0,144.3,146.4,138.1,128.9,137.1,133.4,0,0,0,0,4.03
2020,25,22.6,2.1,24.8,20.4,5,0,0,0,0,144.3,146.7,137.9,129.9,137.6,134.5,0,0,0,0,5.57
2021,22.6,26.6,0.1,22.8,19.2,8.8,0,0,0,0,144.2,146.4,138,128.9,136.6,133.3,0,0,0,0,5.63
2022,21.3,26.4,0,24.8,14.8,12.6,0,0,0,0,145,146.7,0,129.8,137.6,134.3,0,0,0,0,5.26
2023,22.5,23.4,0,28.1,15.6,9.9,0,0.3,0,0.3,144.7,146.1,0,129.3,139.1,134.6,0,137.9,0,0,3.41
2020,11.5,40.2,17.6,3.5,15.5,11.7,0,0,0,0,143,147.1,138.9,117.6,136.4,127.9,0,0,0,0,3.37
2013,0,69.8,0,1.3,25.6,1.4,1.8,0,0,0.1,0,142.9,0,121,127.8,130.6,137.5,0,0,0,1.49
2014,0.1,53.2,0.1,1.1,32.8,9.2,2.8,0.3,0,0.4,142.5,144.5,129,124.6,129.2,128.5,141.5,130.2,0,101,2.55
2015,0,52.7,0,0.3,38.6,5.9,1.7,0,0,0.8,0,143,0,119.8,127.7,128.7,137.8,0,0,128,2.42
2017,0,47.1,0,0.1,44.8,8.1,0,0,0,0,0,142.9,0,109,129.9,131.4,0,0,0,0,1.62
2018,0,54.6,0,0.1,35.7,8,0,1.7,0,0,0,143.6,0,121,131.5,132.1,0,136.5,0,0,3.16
2019,0,61,0,0,36.8,2,0.3,0,0,0,0,146.3,0,0,133.1,133.4,144.3,0,0,0,1.1
2020,0,57.8,0,0,34.1,6.4,1.6,0,0,0,130,144.6,0,142,130.3,129.3,141.1,0,0,0,2.33
2021,0,55.9,0,0,34.2,9,0.8,0,0,0.1,0,144.2,0,0,129.2,130.9,142.5,0,0,0,1.93
2022,0.1,60.9,0,0.1,23.1,8.4,2.1,5,0,0.4,145,145.4,0,126,130.4,131.9,145.9,133.5,0,0,1.15
2023,0,52.5,0,0.3,38.6,5.6,0,3,0,0.2,0,143.2,0,125.4,126.8,130.3,0,130.5,0,0,0.95
